Student_ID,Age,Gender,Department,Attendance,Study_Hours,Previous_Marks,Assignment_Score,Participation,Previous_Exam_Score,Sleep_Hours,Internet_Access,Extracurricular_Activity,Parental_Support,Final_Performance
STU1242,17,Male,Data Science,76.8,6.6,47.6,77.6,53.1,43.6,5.7,Yes,Yes,High,70.4
STU1243,18,Female,Computer Science,55.1,2.7,55.3,50.4,20.0,35.0,6.7,Yes,Yes,High,52.4
STU1244,20,Male,Data Science,58.9,1.2,35.0,35.0,49.5,35.0,7.8,Yes,No,Low,35.0
STU1245,20,Male,Information Technology,100.0,4.7,75.4,79.6,77.4,62.6,7.5,Yes,No,High,84.3
STU1246,21,Male,Data Science,61.3,6.2,52.0,50.5,47.4,46.6,7.0,Yes,No,Medium,54.0
STU1247,18,Female,Information Technology,63.7,7.7,53.0,58.8,38.7,47.4,7.4,Yes,Yes,High,56.5
STU1248,21,Male,Commerce,100.0,5.4,43.8,67.4,58.6,35.0,6.0,Yes,Yes,High,65.4
STU1249,22,Female,Data Science,100.0,3.8,57.4,58.5,63.0,38.8,6.5,Yes,No,Low,60.9
STU1250,19,Male,Computer Science,62.8,2.9,35.0,50.2,63.7,35.0,6.8,Yes,Yes,High,55.7
STU1251,18,Female,Computer Science,73.2,4.5,61.6,51.5,36.8,45.1,5.1,Yes,Yes,High,61.1
STU1252,20,Female,Computer Science,82.4,4.0,70.5,57.2,55.6,43.8,5.5,Yes,No,Medium,63.9
STU1253,21,Female,Data Science,100.0,2.7,45.7,48.9,70.7,35.0,5.6,Yes,No,Low,60.5
STU1254,17,Female,Data Science,65.2,8.2,64.1,65.0,27.5,46.0,7.6,Yes,No,High,67.7
STU1255,20,Female,Computer Science,74.8,7.7,54.2,79.4,90.8,51.4,7.1,Yes,Yes,High,74.5
STU1256,18,Male,Computer Science,88.1,6.5,56.8,75.3,50.9,35.0,7.5,Yes,No,Low,68.8
STU1257,20,Female,Computer Science,83.7,2.8,57.6,72.2,57.6,48.3,4.8,Yes,Yes,Medium,65.3
STU1258,23,Male,Data Science,73.1,6.0,55.2,84.9,67.3,46.1,5.2,Yes,Yes,Low,64.2
STU1259,20,Female,Computer Science,76.3,5.7,76.9,59.4,82.4,58.0,7.5,Yes,No,Medium,75.9
STU1260,22,Male,Computer Science,60.1,5.3,41.4,51.8,63.5,38.4,4.0,Yes,Yes,Medium,51.7
STU1261,19,Male,Data Science,74.9,6.7,71.2,59.1,24.4,41.8,8.1,Yes,No,High,63.4
STU1262,23,Female,Information Technology,74.5,5.6,56.0,53.8,47.4,35.0,4.8,Yes,Yes,High,66.7
STU1263,22,Male,Data Science,81.0,5.8,68.0,62.1,67.9,41.9,7.7,No,Yes,Medium,72.2
STU1264,23,Male,Computer Science,70.8,5.6,47.8,47.0,56.4,41.3,5.8,Yes,No,Medium,55.0
STU1265,22,Male,Commerce,84.1,5.1,56.6,52.4,71.9,35.0,8.0,Yes,Yes,Low,57.6
STU1266,21,Female,Computer Science,91.2,1.3,44.6,46.1,61.7,35.0,9.0,Yes,No,Medium,59.6
STU1267,20,Female,Computer Science,80.0,4.7,43.8,43.6,70.5,35.0,4.3,No,Yes,High,59.0
STU1268,23,Male,Data Science,82.6,3.5,58.4,65.9,50.8,57.8,7.6,Yes,No,Medium,64.4
STU1269,22,Female,Data Science,78.7,2.2,51.6,40.2,20.0,41.8,4.8,No,Yes,Medium,48.1
STU1270,19,Male,Data Science,78.0,7.5,70.7,100.0,64.4,60.8,7.3,Yes,Yes,Medium,77.9
STU1271,17,Female,Information Technology,68.6,7.6,78.2,70.0,76.4,62.2,6.6,Yes,No,Medium,72.6
STU1272,17,Male,Information Technology,82.1,6.9,80.6,77.7,51.8,61.2,6.9,Yes,Yes,Medium,72.4
STU1273,18,Female,Data Science,76.7,5.0,49.0,44.7,70.9,35.0,5.8,Yes,Yes,High,58.5
STU1274,17,Female,Data Science,100.0,6.9,75.7,97.7,95.9,54.8,7.7,Yes,No,Medium,83.4
STU1275,18,Male,Data Science,98.5,4.5,53.9,75.4,69.1,37.1,5.2,No,No,Medium,62.2
STU1276,17,Male,Computer Science,83.0,4.9,56.3,64.7,20.0,64.4,8.2,Yes,No,Low,65.3
STU1277,23,Male,Computer Science,68.1,2.5,35.0,35.0,20.1,35.0,6.3,Yes,No,Medium,47.8
STU1278,17,Male,Information Technology,63.5,5.2,67.8,63.1,88.5,42.6,5.3,Yes,No,Medium,66.7
STU1279,21,Female,Commerce,93.5,4.6,63.9,55.3,55.2,47.6,8.6,Yes,No,Medium,64.0
STU1280,19,Female,Data Science,81.4,2.2,42.4,61.6,20.0,35.0,6.7,Yes,No,Medium,53.1
STU1281,18,Female,Information Technology,84.2,4.4,68.9,72.9,82.1,62.4,8.9,No,Yes,High,72.4
STU1282,21,Female,Computer Science,55.3,4.4,35.0,45.2,47.1,35.0,8.1,No,Yes,Low,36.8
STU1283,23,Female,Data Science,90.1,7.7,45.6,45.6,98.9,36.4,5.9,Yes,No,Low,65.2
STU1284,22,Male,Commerce,83.9,6.1,70.5,61.4,73.2,57.6,6.7,Yes,No,Medium,71.2
STU1285,23,Female,Data Science,63.6,4.5,46.4,57.9,59.4,37.7,6.9,Yes,No,Medium,64.1
STU1286,21,Female,Information Technology,71.9,4.9,54.0,69.7,63.4,41.0,8.5,Yes,Yes,High,68.0
STU1287,21,Female,Information Technology,81.4,4.6,38.2,65.0,72.2,35.0,7.3,Yes,Yes,Medium,60.4
STU1288,18,Female,Commerce,78.7,4.1,50.7,39.8,96.9,35.0,7.0,Yes,No,Medium,58.0
STU1289,22,Female,Computer Science,74.2,2.6,67.3,57.9,63.9,40.5,6.6,No,No,Medium,57.9
STU1290,22,Male,Data Science,76.7,4.2,60.4,69.0,27.1,39.5,6.7,Yes,Yes,High,55.5
STU1291,18,Female,Information Technology,74.7,3.2,47.8,35.0,57.7,44.9,8.2,Yes,No,Medium,44.6
STU1292,19,Male,Information Technology,80.0,2.2,39.1,45.3,67.5,35.0,6.8,Yes,No,High,47.8
STU1293,21,Male,Computer Science,97.1,5.4,59.5,71.6,92.3,36.4,6.4,Yes,No,Medium,68.5
STU1294,17,Male,Information Technology,45.0,5.2,35.0,40.9,38.6,35.0,6.2,Yes,Yes,Medium,35.0
STU1295,22,Male,Data Science,74.9,1.3,41.7,35.0,61.2,38.1,6.2,Yes,No,High,46.5
STU1296,18,Female,Computer Science,80.3,4.3,62.6,57.8,74.3,49.2,5.3,Yes,No,Medium,62.5
STU1297,17,Female,Commerce,81.8,6.3,41.8,57.9,100.0,36.7,6.0,Yes,No,Medium,59.9
STU1298,19,Female,Data Science,73.2,6.4,49.3,60.1,51.4,35.0,8.4,Yes,Yes,Medium,54.8
STU1299,22,Male,Computer Science,55.2,6.3,35.0,45.2,47.2,35.0,6.6,Yes,No,High,46.6
STU1300,18,Male,Commerce,82.3,4.6,42.9,51.4,54.5,35.0,7.6,Yes,No,Medium,62.3
STU1301,20,Female,Information Technology,100.0,3.0,57.0,60.1,51.2,38.0,4.1,No,Yes,High,65.4
STU1302,22,Female,Commerce,58.1,2.5,35.0,42.9,22.6,35.0,7.4,Yes,No,Medium,38.2
STU1303,17,Male,Computer Science,89.2,5.1,66.9,65.0,20.0,54.4,6.6,No,No,Medium,63.5
STU1304,22,Male,Commerce,73.7,5.2,62.0,57.9,51.3,35.0,6.3,Yes,No,High,59.4
STU1305,19,Male,Data Science,77.2,6.8,57.6,68.0,75.4,35.0,7.0,Yes,Yes,Medium,60.6
STU1306,21,Male,Computer Science,64.3,6.5,35.0,35.1,52.6,35.0,6.3,Yes,No,Medium,45.0
STU1307,18,Male,Computer Science,73.7,4.3,37.5,55.1,89.5,44.4,4.5,Yes,Yes,Medium,61.4
STU1308,17,Male,Information Technology,94.9,2.3,66.2,59.7,54.4,35.0,7.8,Yes,No,High,60.8
STU1309,22,Female,Commerce,85.6,3.9,35.0,52.0,81.3,35.0,7.1,Yes,No,High,51.1
STU1310,22,Female,Information Technology,100.0,4.9,59.4,77.5,74.2,35.0,6.5,Yes,Yes,Medium,68.6
STU1311,23,Male,Computer Science,93.3,4.1,43.4,38.0,77.4,35.0,5.7,Yes,Yes,High,59.7
STU1312,21,Male,Computer Science,83.7,3.5,60.6,38.8,60.2,35.9,5.2,Yes,Yes,Medium,49.0
STU1313,20,Female,Computer Science,100.0,5.0,55.9,69.8,94.6,37.4,7.0,Yes,No,High,69.4
STU1314,18,Male,Computer Science,83.7,3.6,56.2,57.3,56.7,35.0,8.6,Yes,No,High,62.9
STU1315,19,Female,Data Science,88.8,3.4,59.7,61.1,65.9,42.1,7.0,Yes,No,Medium,64.2
STU1316,21,Male,Computer Science,74.1,5.1,74.8,61.6,65.4,45.6,5.3,Yes,Yes,High,77.3
STU1317,19,Female,Commerce,78.9,3.8,47.5,60.2,49.3,35.0,7.0,Yes,Yes,Medium,61.1
STU1318,20,Male,Information Technology,68.9,4.9,54.1,66.1,62.8,46.7,6.7,Yes,Yes,High,67.9
STU1319,18,Male,Information Technology,90.9,5.0,42.1,64.3,100.0,39.6,7.8,Yes,No,Medium,75.6
STU1320,20,Female,Computer Science,62.7,2.4,51.6,42.7,35.3,42.4,7.5,Yes,No,High,52.9
STU1321,18,Female,Computer Science,88.2,3.6,44.2,35.0,65.2,35.0,4.0,Yes,No,Medium,54.6
STU1322,17,Male,Data Science,75.5,7.1,54.2,74.2,92.1,43.6,7.4,Yes,Yes,Medium,71.4
STU1323,17,Female,Computer Science,93.2,2.4,50.8,66.4,74.5,44.0,5.7,Yes,No,High,60.4
STU1324,20,Female,Computer Science,87.8,1.0,35.0,48.5,44.7,35.0,5.2,Yes,Yes,Medium,50.0
STU1325,19,Male,Data Science,100.0,1.1,51.9,43.2,20.0,35.1,6.6,No,No,High,49.9
STU1326,17,Female,Data Science,87.5,4.6,68.5,73.1,71.7,47.6,7.3,No,No,Medium,68.7
STU1327,20,Female,Information Technology,57.6,4.6,46.9,58.4,20.0,51.1,5.0,Yes,No,High,49.2
STU1328,18,Female,Computer Science,77.1,4.3,35.0,66.0,82.7,46.5,7.6,Yes,No,Medium,54.2
STU1329,17,Male,Computer Science,62.8,6.7,52.2,51.8,64.8,35.0,7.6,Yes,Yes,High,59.6
STU1330,17,Female,Data Science,71.3,1.0,44.8,38.3,55.1,52.8,6.9,Yes,No,Low,47.7
STU1331,20,Female,Computer Science,97.6,5.2,41.1,69.3,53.7,35.0,5.8,Yes,Yes,Medium,52.9
STU1332,23,Female,Computer Science,86.3,7.3,53.7,70.8,47.4,49.0,5.7,Yes,No,Medium,59.3
STU1333,18,Female,Computer Science,68.9,2.5,51.0,36.1,48.2,42.2,7.9,Yes,Yes,High,46.9
STU1334,18,Female,Computer Science,64.8,3.8,46.8,53.3,47.6,35.0,5.1,Yes,Yes,High,48.3
STU1335,18,Female,Data Science,78.4,3.1,52.0,58.4,41.9,41.8,8.0,Yes,Yes,High,59.3
STU1336,19,Female,Commerce,62.2,2.9,61.3,51.1,44.0,40.4,6.6,No,Yes,Low,51.0
STU1337,22,Female,Data Science,69.3,3.9,51.6,54.7,100.0,41.6,6.7,Yes,No,Medium,62.8
STU1338,19,Male,Computer Science,82.1,7.1,71.8,72.0,87.5,52.4,4.9,Yes,No,High,77.7
STU1339,21,Female,Data Science,93.0,7.8,98.0,100.0,99.7,79.7,6.6,Yes,Yes,Medium,98.3
STU1340,23,Female,Computer Science,85.9,3.9,50.9,48.2,73.3,35.9,7.5,Yes,No,Medium,60.5
STU1341,23,Male,Data Science,48.2,7.9,42.1,51.0,87.8,35.0,5.3,No,No,High,53.4
STU1342,20,Male,Commerce,82.0,4.6,59.5,61.6,56.5,51.8,7.3,Yes,Yes,Medium,69.1
STU1343,21,Male,Computer Science,78.9,7.7,70.0,83.9,37.0,56.3,6.9,Yes,Yes,High,77.1
STU1344,23,Female,Computer Science,83.4,4.3,47.5,41.7,55.6,39.0,6.1,Yes,No,High,58.2
STU1345,22,Female,Data Science,99.0,4.7,50.0,50.5,82.7,35.0,7.7,Yes,No,Medium,68.2
STU1346,19,Female,Data Science,51.2,5.2,70.5,37.9,31.6,35.1,4.4,Yes,Yes,High,42.7
STU1347,17,Female,Computer Science,70.3,10.0,73.6,82.2,78.5,47.7,7.2,Yes,No,Low,70.6
STU1348,17,Female,Computer Science,85.7,6.0,52.6,53.9,56.1,35.0,8.6,Yes,Yes,Medium,59.4
STU1349,23,Male,Computer Science,57.4,3.2,49.0,41.7,68.9,40.3,8.4,Yes,Yes,Medium,55.5
STU1350,20,Female,Commerce,97.2,6.2,66.0,80.6,88.2,57.2,7.2,Yes,No,Medium,83.2
STU1351,19,Male,Information Technology,82.8,3.8,48.7,48.8,68.0,35.0,6.5,Yes,No,Low,47.6
STU1352,19,Female,Commerce,89.0,3.6,60.5,62.8,69.2,55.6,6.1,Yes,No,High,73.4
STU1353,18,Female,Data Science,70.6,6.1,39.4,53.3,61.6,42.0,6.5,Yes,Yes,Medium,50.6
STU1354,22,Male,Information Technology,88.6,4.6,61.6,71.0,66.4,46.7,7.4,Yes,Yes,Medium,62.0
STU1355,21,Male,Computer Science,91.9,5.0,83.3,79.0,45.0,50.3,5.9,Yes,Yes,Low,70.8
STU1356,23,Female,Computer Science,81.0,4.5,59.1,53.8,20.0,54.8,7.6,Yes,Yes,High,60.3
STU1357,19,Male,Commerce,81.0,5.1,51.3,58.4,64.7,36.4,9.0,Yes,Yes,Medium,52.7
STU1358,20,Female,Information Technology,81.5,5.3,50.7,71.2,69.0,39.7,6.7,Yes,No,Medium,64.4
STU1359,17,Female,Commerce,66.8,1.0,35.0,39.7,56.8,35.0,5.3,Yes,No,High,47.7
STU1360,23,Male,Information Technology,76.1,5.7,52.9,47.3,91.0,35.0,5.3,No,No,Low,60.7
STU1361,20,Female,Data Science,76.0,2.7,39.9,52.8,76.0,35.0,7.7,Yes,Yes,High,52.2
STU1362,20,Female,Information Technology,83.0,1.9,55.6,40.2,28.9,42.3,6.7,Yes,Yes,High,54.7
STU1363,19,Female,Computer Science,91.0,4.4,36.9,69.7,56.6,35.0,7.8,Yes,No,Medium,57.1
STU1364,18,Female,Commerce,64.2,4.7,57.1,65.9,61.0,68.8,6.2,No,Yes,Medium,69.8
STU1365,23,Female,Information Technology,76.4,3.3,42.4,52.2,96.5,35.0,7.7,Yes,No,High,43.4
STU1366,20,Female,Data Science,97.3,6.0,71.1,76.6,100.0,39.3,6.6,Yes,Yes,High,72.1
STU1367,21,Male,Data Science,68.3,2.1,35.0,38.0,61.4,35.0,6.0,Yes,No,High,46.5
STU1368,17,Male,Data Science,67.3,3.8,60.7,61.5,42.3,56.4,6.4,Yes,No,Medium,53.8
STU1369,18,Female,Computer Science,80.6,3.4,64.1,54.8,37.4,44.1,5.5,Yes,No,Low,55.7
STU1370,22,Female,Data Science,89.0,4.4,68.3,68.4,76.3,53.0,9.0,Yes,No,Medium,68.8
STU1371,17,Male,Information Technology,78.1,5.0,36.0,62.2,40.3,35.0,6.7,Yes,No,High,50.8
STU1372,17,Female,Computer Science,95.3,2.7,63.1,54.5,52.1,36.8,7.5,Yes,Yes,Medium,62.0
STU1373,22,Male,Information Technology,89.1,5.8,67.0,64.3,67.0,36.8,6.2,Yes,No,Low,67.4
STU1374,19,Male,Data Science,88.9,4.6,38.2,44.2,91.7,35.0,5.6,Yes,No,Medium,56.0
STU1375,18,Female,Computer Science,85.2,1.1,42.2,35.0,37.5,35.0,6.5,Yes,No,High,46.8
STU1376,20,Female,Data Science,100.0,1.0,53.2,35.0,20.0,35.0,8.0,Yes,No,High,52.7
STU1377,18,Female,Commerce,75.3,4.5,57.7,65.8,65.5,35.0,6.2,Yes,Yes,Low,58.1
STU1378,17,Female,Data Science,52.0,4.1,41.1,62.4,31.3,35.0,5.8,Yes,No,Low,36.1
STU1379,17,Female,Data Science,98.9,4.3,64.3,81.5,66.8,40.1,7.0,Yes,No,High,72.2
STU1380,17,Male,Data Science,72.0,4.4,66.8,44.1,52.8,46.9,7.3,No,Yes,Medium,56.4
STU1381,18,Female,Information Technology,79.4,4.9,69.1,72.4,55.3,51.6,8.6,Yes,Yes,High,74.3
STU1382,21,Male,Data Science,95.0,6.2,35.0,76.7,88.0,38.8,7.2,Yes,Yes,High,69.0
STU1383,19,Male,Computer Science,57.2,2.5,35.0,35.0,20.0,35.0,7.5,Yes,No,Medium,44.6
STU1384,17,Female,Information Technology,61.7,2.4,35.0,40.2,30.5,35.5,7.6,Yes,Yes,Medium,38.3
STU1385,17,Female,Information Technology,57.2,2.5,35.0,35.0,50.6,35.0,5.5,Yes,Yes,Medium,41.1
STU1386,20,Female,Data Science,67.7,5.0,50.6,58.2,44.4,39.3,5.7,Yes,Yes,Low,47.9
STU1387,22,Male,Data Science,83.7,6.7,78.1,65.3,42.2,57.4,5.6,Yes,No,Medium,67.8
STU1388,19,Female,Computer Science,84.8,3.7,39.2,54.1,68.7,35.0,5.3,Yes,Yes,High,62.5
STU1389,17,Male,Data Science,81.6,1.0,44.6,35.0,61.9,35.0,7.7,Yes,Yes,Medium,56.7
STU1390,18,Male,Information Technology,59.6,1.4,35.0,40.5,33.0,35.0,7.1,Yes,No,Medium,35.1
STU1391,20,Male,Computer Science,48.0,3.0,35.0,47.4,20.0,35.0,6.9,Yes,Yes,Medium,38.1
STU1392,18,Male,Computer Science,78.7,3.5,66.4,51.3,65.6,48.0,4.0,Yes,No,Low,59.4
STU1393,23,Male,Data Science,71.9,3.8,40.3,37.6,21.5,35.0,9.0,No,No,Medium,47.3
STU1394,22,Male,Computer Science,84.0,4.6,60.8,41.0,66.4,35.0,5.8,Yes,Yes,High,53.3
STU1395,19,Male,Data Science,87.1,3.9,35.0,49.4,42.7,35.0,9.0,Yes,No,High,45.8
STU1396,23,Male,Information Technology,79.8,6.4,82.6,69.4,47.0,44.9,5.2,Yes,Yes,Medium,72.3
STU1397,19,Male,Data Science,87.9,3.3,59.3,43.2,48.1,47.9,5.9,Yes,Yes,Low,49.8
STU1398,17,Male,Commerce,81.0,2.9,45.3,54.8,47.7,35.0,4.4,Yes,Yes,High,52.9
STU1399,23,Female,Information Technology,84.9,5.4,65.6,62.8,53.6,37.7,7.2,Yes,Yes,High,66.4
STU1400,23,Male,Data Science,68.8,1.7,35.0,35.0,50.1,35.0,5.6,Yes,Yes,Medium,46.4
STU1401,19,Female,Data Science,75.7,5.2,68.0,59.2,52.0,41.2,5.6,Yes,No,High,62.3
STU1402,21,Male,Data Science,80.6,4.7,50.2,68.9,77.4,35.0,5.3,Yes,Yes,High,60.5
STU1403,18,Female,Data Science,88.7,4.2,53.4,66.0,66.0,48.5,7.7,Yes,Yes,Low,66.5
STU1404,21,Male,Data Science,72.9,7.4,55.0,65.7,57.2,35.3,7.6,Yes,No,Medium,61.8
STU1405,21,Male,Commerce,84.8,3.4,44.1,59.0,39.6,35.0,8.8,Yes,No,Low,49.1
STU1406,21,Male,Computer Science,74.5,8.2,73.0,65.0,44.9,50.3,6.0,Yes,Yes,Medium,69.3
STU1407,20,Female,Data Science,76.5,4.1,53.1,56.2,60.2,47.9,7.0,Yes,Yes,High,62.6
STU1408,21,Male,Computer Science,88.8,2.2,56.1,55.4,44.6,39.3,5.4,Yes,Yes,Low,63.9
STU1409,20,Male,Data Science,52.1,4.6,40.8,41.3,20.0,35.0,6.4,Yes,Yes,High,48.6
STU1410,22,Male,Commerce,61.1,2.6,43.5,47.0,30.9,35.9,6.2,Yes,No,High,51.7
STU1411,18,Male,Data Science,58.7,3.1,35.0,35.0,25.7,35.0,7.3,No,No,Low,35.0
STU1412,20,Male,Information Technology,47.7,5.2,68.0,61.4,75.8,63.6,7.9,Yes,Yes,Medium,60.2
STU1413,19,Male,Information Technology,69.2,5.5,35.0,57.8,28.0,35.0,7.9,Yes,Yes,Low,47.4
STU1414,20,Female,Data Science,87.7,3.4,67.5,35.0,30.5,35.0,5.9,No,No,High,55.5
STU1415,17,Male,Data Science,74.3,6.3,73.8,82.1,84.9,56.1,7.9,Yes,No,Low,66.1
STU1416,19,Female,Computer Science,80.6,6.6,51.1,35.0,93.7,50.9,6.8,Yes,Yes,Medium,69.5
STU1417,23,Male,Commerce,92.2,7.1,95.2,79.7,63.6,78.5,6.4,Yes,Yes,Medium,90.2
STU1418,17,Male,Computer Science,95.3,5.5,75.7,84.6,59.0,70.8,6.0,Yes,No,Low,75.0
STU1419,21,Female,Information Technology,77.1,7.0,72.9,70.0,80.8,41.4,6.2,Yes,No,High,73.1
STU1420,21,Female,Information Technology,95.6,1.1,47.5,35.0,20.0,39.6,8.7,Yes,Yes,Medium,52.8
STU1421,20,Female,Information Technology,79.2,3.9,47.9,43.2,21.6,35.0,7.1,Yes,Yes,Medium,54.7
STU1422,17,Male,Computer Science,67.1,2.9,38.7,54.1,39.6,35.0,7.0,Yes,Yes,Medium,41.9
STU1423,17,Female,Computer Science,70.3,4.7,54.2,37.3,83.0,35.0,6.5,Yes,Yes,Low,53.7
STU1424,18,Female,Information Technology,58.8,3.5,56.6,61.0,36.1,35.0,9.0,Yes,No,Medium,50.2
STU1425,17,Male,Data Science,66.5,4.2,48.1,50.9,52.7,35.0,8.2,Yes,No,High,55.4
STU1426,17,Female,Commerce,73.3,7.9,52.1,56.0,92.9,45.1,6.0,Yes,No,High,62.6
STU1427,18,Male,Data Science,88.4,4.2,65.6,58.3,98.7,52.0,6.5,Yes,Yes,Low,56.7
STU1428,18,Female,Data Science,100.0,5.2,75.8,64.6,60.6,53.9,6.6,Yes,Yes,Low,67.6
STU1429,22,Female,Information Technology,60.0,4.1,50.4,58.7,47.2,35.0,7.0,Yes,No,Low,48.7
STU1430,21,Female,Data Science,83.1,4.6,63.8,70.7,93.2,42.9,6.0,Yes,No,High,68.3
STU1431,17,Female,Data Science,64.5,4.5,42.9,35.0,24.1,35.0,7.3,Yes,Yes,High,55.6
STU1432,21,Female,Data Science,84.2,5.3,46.9,56.2,82.9,42.1,8.4,Yes,Yes,Medium,64.6
STU1433,17,Male,Computer Science,76.3,6.6,49.0,54.5,49.0,45.7,5.4,Yes,No,Medium,59.4
STU1434,19,Female,Information Technology,54.2,7.5,35.0,67.7,63.7,38.9,5.6,No,No,High,52.5
STU1435,17,Female,Data Science,90.1,5.1,62.8,53.4,61.7,35.8,6.3,Yes,No,Medium,67.7
STU1436,17,Female,Data Science,70.1,5.6,51.8,74.8,42.3,35.0,6.3,Yes,No,High,55.4
STU1437,17,Female,Computer Science,71.1,2.4,35.8,41.9,26.3,35.0,9.0,No,No,Medium,41.9
STU1438,20,Male,Commerce,64.1,4.3,35.0,35.0,55.3,37.3,7.9,Yes,No,High,42.8
STU1439,20,Female,Data Science,69.5,6.2,39.9,49.7,80.2,35.0,7.8,No,Yes,High,61.7
STU1440,19,Male,Commerce,83.6,6.1,74.3,64.4,65.8,43.8,6.5,Yes,No,High,71.4
STU1441,21,Female,Commerce,75.5,4.9,44.6,42.7,59.7,45.7,6.5,Yes,No,Low,50.3
STU1442,22,Female,Data Science,82.3,6.1,64.5,69.6,77.8,57.3,5.2,No,Yes,Medium,69.0
STU1443,22,Female,Information Technology,82.7,5.4,41.0,45.8,46.7,35.0,7.7,Yes,No,Low,54.4
STU1444,21,Female,Information Technology,95.2,6.7,85.6,60.2,89.7,53.5,7.3,Yes,Yes,Medium,77.8
STU1445,20,Male,Computer Science,73.5,5.0,50.3,53.4,72.8,35.0,8.2,Yes,Yes,Medium,54.9
STU1446,20,Female,Computer Science,58.8,3.9,44.8,35.0,92.8,35.0,6.6,Yes,Yes,High,48.9
STU1447,18,Female,Information Technology,91.9,5.1,88.6,68.9,60.1,73.5,6.6,Yes,No,Medium,80.1
STU1448,20,Male,Information Technology,73.7,1.0,55.2,35.8,29.9,39.5,7.0,Yes,No,High,47.8
STU1449,17,Male,Information Technology,92.5,5.2,57.7,57.4,81.5,46.9,7.8,Yes,No,Medium,64.4
STU1450,23,Male,Commerce,83.0,1.0,35.0,60.7,57.1,38.9,5.2,Yes,No,Medium,44.5
STU1451,19,Male,Computer Science,76.3,1.4,35.7,40.8,31.7,35.0,7.6,Yes,No,Low,43.0
STU1452,22,Male,Information Technology,82.5,5.3,63.4,67.9,56.4,51.8,6.8,Yes,No,High,66.3
STU1453,23,Male,Commerce,100.0,5.4,64.3,53.6,81.7,40.8,5.6,Yes,No,Medium,67.0
STU1454,20,Male,Data Science,100.0,2.4,49.4,49.2,42.1,35.0,4.5,Yes,Yes,High,59.6
STU1455,23,Female,Data Science,78.9,3.2,65.3,59.9,44.1,35.0,6.6,Yes,No,High,62.2
STU1456,20,Male,Computer Science,80.1,7.0,61.3,59.7,72.7,35.0,8.4,Yes,No,Medium,66.9
STU1457,17,Female,Commerce,92.0,3.6,82.7,78.2,77.3,62.0,8.6,Yes,No,Medium,78.1
STU1458,17,Male,Data Science,67.0,8.5,63.5,60.0,61.8,44.9,7.2,Yes,Yes,Medium,64.0
STU1459,17,Male,Information Technology,82.3,4.5,75.6,64.0,26.4,52.8,9.0,Yes,No,High,63.8
STU1460,23,Female,Data Science,77.7,5.2,59.0,56.3,26.5,58.5,6.8,Yes,No,Low,54.6
STU1461,20,Male,Computer Science,82.1,7.4,76.6,79.0,51.3,42.6,7.8,No,Yes,Low,65.6
STU1462,19,Male,Computer Science,67.2,4.7,39.4,44.0,30.1,35.0,6.3,No,No,Medium,45.9
STU1463,20,Female,Data Science,57.3,2.7,35.0,36.2,36.5,35.0,6.2,Yes,Yes,Low,36.8
STU1464,18,Male,Commerce,51.1,4.3,44.9,43.7,23.1,35.0,6.1,No,Yes,High,44.9
STU1465,23,Male,Data Science,63.5,4.4,57.2,47.1,37.9,38.8,4.5,Yes,Yes,Medium,48.7
STU1466,23,Male,Commerce,72.0,2.0,40.5,47.6,28.5,35.0,8.2,Yes,No,Low,36.6
STU1467,17,Female,Data Science,74.2,4.0,35.0,50.9,45.5,39.6,6.1,Yes,No,Medium,53.8
STU1468,22,Female,Commerce,100.0,3.2,40.8,54.6,84.8,35.0,5.9,Yes,Yes,Medium,58.2
STU1469,19,Male,Computer Science,92.4,6.2,48.0,61.9,84.5,54.0,5.5,Yes,No,Medium,63.8
STU1470,17,Female,Data Science,65.5,4.6,35.0,56.0,52.8,35.0,6.6,Yes,Yes,Medium,45.1
STU1471,23,Female,Data Science,82.5,4.0,53.6,55.2,48.8,47.0,8.7,Yes,No,Medium,60.7
STU1472,17,Female,Data Science,72.7,4.3,62.6,55.7,46.4,42.3,9.0,Yes,No,High,65.4
STU1473,18,Female,Computer Science,74.3,4.9,51.9,58.7,63.8,37.1,5.0,No,No,High,55.1
STU1474,17,Male,Information Technology,80.4,5.6,35.0,72.9,74.7,35.0,6.4,Yes,No,Medium,56.6
STU1475,20,Male,Computer Science,86.0,2.7,46.7,38.2,35.9,35.0,5.7,Yes,No,Medium,55.8
STU1476,21,Male,Computer Science,73.6,2.6,41.0,53.2,46.8,35.0,7.9,Yes,No,Medium,41.0
STU1477,19,Male,Computer Science,91.8,6.5,91.2,63.3,37.2,52.6,7.1,Yes,Yes,Low,82.4
STU1478,17,Female,Computer Science,63.2,3.8,35.0,46.7,51.3,35.0,6.1,Yes,Yes,Medium,58.2
STU1479,17,Female,Information Technology,78.1,1.9,37.7,59.0,58.4,35.0,6.9,Yes,Yes,High,40.3
STU1480,23,Female,Computer Science,100.0,5.3,85.6,83.4,66.5,80.3,6.3,Yes,No,Medium,83.3
STU1481,22,Female,Information Technology,80.9,5.3,61.9,66.2,95.6,43.2,8.6,Yes,No,Medium,63.0
STU1482,23,Female,Commerce,96.6,1.7,56.7,49.2,36.1,52.5,7.4,Yes,No,Medium,58.3
STU1483,20,Female,Computer Science,79.2,4.9,55.6,60.7,64.1,37.9,7.5,Yes,Yes,Medium,58.7
